UDI,Product ID,timestamp,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
3256,L50435,2031-11-30 08:00:00,L,301.0,309.7,1491,42.9,165,0,0,0,0,0,0
3257,L50436,2031-12-01 08:00:00,L,301.1,309.8,1519,39.6,167,0,0,0,0,0,0
3258,L50437,2031-12-02 08:00:00,L,301.2,309.9,1984,19.7,169,0,0,0,0,0,0
3259,L50438,2031-12-03 08:00:00,L,301.2,309.9,1643,32.9,171,0,0,0,0,0,0
3260,M18119,2031-12-04 08:00:00,M,301.2,310.0,1625,31.6,173,0,0,0,0,0,0
3261,M18120,2031-12-05 08:00:00,M,301.3,310.0,2068,17.8,176,0,0,0,0,0,0
3262,H32675,2031-12-06 08:00:00,H,301.3,310.1,1469,39.7,179,0,0,0,0,0,0
3263,L50442,2031-12-07 08:00:00,L,301.3,310.1,1558,36.3,184,0,0,0,0,0,0
3264,L50443,2031-12-08 08:00:00,L,301.3,310.0,1344,54.8,186,0,0,0,0,0,0
3265,H32678,2031-12-09 08:00:00,H,301.3,310.1,1455,44.1,188,0,0,0,0,0,0
3266,L50445,2031-12-10 08:00:00,L,301.3,310.1,1355,53.6,193,0,0,0,0,0,0
3267,L50446,2031-12-11 08:00:00,L,301.3,310.1,1269,56.8,195,1,0,0,0,1,0
3268,L50447,2031-12-12 08:00:00,L,301.3,310.0,1550,41.5,197,0,0,0,0,0,0
3269,M18128,2031-12-13 08:00:00,M,301.3,310.1,1525,37.8,199,0,0,0,0,0,0
3270,M18129,2031-12-14 08:00:00,M,301.3,310.0,1696,32.4,202,0,0,0,0,0,0
3271,L50450,2031-12-15 08:00:00,L,301.4,310.1,1937,21.8,205,0,0,0,0,0,0
3272,M18131,2031-12-16 08:00:00,M,301.4,310.0,1689,32.1,207,0,0,0,0,0,0
3273,M18132,2031-12-17 08:00:00,M,301.3,310.0,1593,30.8,210,0,0,0,0,0,0
3274,M18133,2031-12-18 08:00:00,M,301.3,309.9,1565,36.0,213,0,0,0,0,0,0
3275,L50454,2031-12-19 08:00:00,L,301.3,310.0,1665,31.4,0,0,0,0,0,0,0
3276,H32689,2031-12-20 08:00:00,H,301.3,310.0,1532,36.3,2,0,0,0,0,0,0
3277,L50456,2031-12-21 08:00:00,L,301.3,310.0,1438,40.9,7,0,0,0,0,0,0
3278,L50457,2031-12-22 08:00:00,L,301.3,310.1,1531,41.6,9,0,0,0,0,0,0
3279,L50458,2031-12-23 08:00:00,L,301.3,310.0,1506,40.8,11,0,0,0,0,0,0
3280,L50459,2031-12-24 08:00:00,L,301.2,309.9,1382,52.4,13,0,0,0,0,0,0
3281,M18140,2031-12-25 08:00:00,M,301.2,309.9,1456,50.8,15,0,0,0,0,0,0
3282,M18141,2031-12-26 08:00:00,M,301.2,310.0,1445,45.6,18,0,0,0,0,0,0
3283,L50462,2031-12-27 08:00:00,L,301.2,309.9,1515,40.9,21,0,0,0,0,0,0
3284,L50463,2031-12-28 08:00:00,L,301.2,309.9,1449,45.5,23,0,0,0,0,0,0
3285,H32698,2031-12-29 08:00:00,H,301.2,309.9,1362,50.7,25,0,0,0,0,0,0
3286,L50465,2031-12-30 08:00:00,L,301.2,309.9,1687,29.7,30,0,0,0,0,0,0
3287,L50466,2031-12-31 08:00:00,L,301.2,310.0,1618,37.6,32,0,0,0,0,0,0
3288,M18147,2032-01-01 08:00:00,M,301.2,310.1,1558,32.6,34,0,0,0,0,0,0
3289,L50468,2032-01-02 08:00:00,L,301.3,310.1,1662,31.0,37,0,0,0,0,0,0
3290,M18149,2032-01-03 08:00:00,M,301.2,310.1,1295,56.6,39,0,0,0,0,0,0
3291,L50470,2032-01-04 08:00:00,L,301.2,310.2,1385,42.3,42,0,0,0,0,0,0
3292,M18151,2032-01-05 08:00:00,M,301.2,310.1,1479,45.5,44,0,0,0,0,0,0
3293,L50472,2032-01-06 08:00:00,L,301.3,310.3,1400,44.3,47,0,0,0,0,0,0
3294,M18153,2032-01-07 08:00:00,M,301.2,310.3,1357,54.5,49,0,0,0,0,0,0
3295,L50474,2032-01-08 08:00:00,L,301.1,310.2,1657,34.1,52,0,0,0,0,0,0
3296,L50475,2032-01-09 08:00:00,L,301.1,310.2,1496,43.4,54,0,0,0,0,0,0
3297,M18156,2032-01-10 08:00:00,M,301.2,310.3,1379,43.2,56,0,0,0,0,0,0
3298,L50477,2032-01-11 08:00:00,L,301.2,310.3,1548,38.6,59,0,0,0,0,0,0
3299,L50478,2032-01-12 08:00:00,L,301.2,310.3,1499,38.1,61,0,0,0,0,0,0
3300,L50479,2032-01-13 08:00:00,L,301.3,310.5,1390,45.8,63,0,0,0,0,0,0
3301,H32714,2032-01-14 08:00:00,H,301.3,310.4,1538,38.4,65,0,0,0,0,0,0
3302,L50481,2032-01-15 08:00:00,L,301.3,310.5,1365,47.7,70,0,0,0,0,0,0
3303,L50482,2032-01-16 08:00:00,L,301.3,310.5,1503,48.6,72,0,0,0,0,0,0
3304,L50483,2032-01-17 08:00:00,L,301.2,310.4,1390,49.9,74,0,0,0,0,0,0
3305,L50484,2032-01-18 08:00:00,L,301.2,310.3,1497,45.7,76,0,0,0,0,0,0
3306,M18165,2032-01-19 08:00:00,M,301.3,310.4,1577,48.3,78,0,0,0,0,0,0
3307,L50486,2032-01-20 08:00:00,L,301.4,310.5,1432,54.3,81,0,0,0,0,0,0
3308,M18167,2032-01-21 08:00:00,M,301.4,310.5,1563,39.9,83,0,0,0,0,0,0
3309,L50488,2032-01-22 08:00:00,L,301.4,310.4,1433,43.4,86,0,0,0,0,0,0
3310,L50489,2032-01-23 08:00:00,L,301.3,310.4,1384,50.1,88,0,0,0,0,0,0
3311,L50490,2032-01-24 08:00:00,L,301.3,310.4,1346,46.7,90,0,0,0,0,0,0
3312,L50491,2032-01-25 08:00:00,L,301.3,310.4,1459,44.7,92,0,0,0,0,0,0
3313,L50492,2032-01-26 08:00:00,L,301.4,310.4,1639,28.9,94,0,0,0,0,0,0
3314,L50493,2032-01-27 08:00:00,L,301.4,310.4,1737,31.9,96,0,0,0,0,0,0
3315,L50494,2032-01-28 08:00:00,L,301.4,310.5,1489,43.5,98,0,0,0,0,0,0
3316,M18175,2032-01-29 08:00:00,M,301.5,310.6,1492,43.0,100,0,0,0,0,0,0
3317,M18176,2032-01-30 08:00:00,M,301.4,310.5,1217,60.6,103,0,0,0,0,0,0
3318,L50497,2032-01-31 08:00:00,L,301.5,310.5,1636,28.7,106,0,0,0,0,0,0
3319,L50498,2032-02-01 08:00:00,L,301.4,310.4,1436,49.7,108,0,0,0,0,0,0
3320,L50499,2032-02-02 08:00:00,L,301.4,310.4,1689,30.6,110,0,0,0,0,0,0
3321,L50500,2032-02-03 08:00:00,L,301.5,310.5,2289,16.4,112,0,0,0,0,0,0
3322,L50501,2032-02-04 08:00:00,L,301.5,310.6,1522,41.0,114,0,0,0,0,0,0
3323,L50502,2032-02-05 08:00:00,L,301.5,310.5,1351,52.9,116,0,0,0,0,0,0
3324,L50503,2032-02-06 08:00:00,L,301.5,310.5,1589,36.7,118,0,0,0,0,0,0
3325,L50504,2032-02-07 08:00:00,L,301.5,310.6,1578,34.1,120,0,0,0,0,0,0
3326,L50505,2032-02-08 08:00:00,L,301.5,310.6,1587,33.7,122,0,0,0,0,0,0
3327,L50506,2032-02-09 08:00:00,L,301.5,310.6,1962,20.2,124,0,0,0,0,0,0
3328,M18187,2032-02-10 08:00:00,M,301.5,310.6,2432,14.2,126,0,0,0,0,0,0
3329,L50508,2032-02-11 08:00:00,L,301.6,310.6,1418,43.9,129,0,0,0,0,0,0
3330,L50509,2032-02-12 08:00:00,L,301.6,310.7,1683,29.7,131,0,0,0,0,0,0
3331,L50510,2032-02-13 08:00:00,L,301.7,310.8,1385,50.7,133,0,0,0,0,0,0
3332,L50511,2032-02-14 08:00:00,L,301.7,310.8,1559,44.5,135,0,0,0,0,0,0
3333,M18192,2032-02-15 08:00:00,M,301.7,310.8,1671,31.6,137,0,0,0,0,0,0
3334,M18193,2032-02-16 08:00:00,M,301.6,310.8,1343,49.5,140,0,0,0,0,0,0
3335,M18194,2032-02-17 08:00:00,M,301.6,310.8,1548,34.2,143,0,0,0,0,0,0
3336,L50515,2032-02-18 08:00:00,L,301.7,310.9,1705,31.2,146,0,0,0,0,0,0
3337,L50516,2032-02-19 08:00:00,L,301.6,310.8,1535,35.4,148,0,0,0,0,0,0
3338,L50517,2032-02-20 08:00:00,L,301.6,310.8,1564,34.1,150,0,0,0,0,0,0
3339,M18198,2032-02-21 08:00:00,M,301.6,310.9,1510,40.9,152,0,0,0,0,0,0
3340,L50519,2032-02-22 08:00:00,L,301.6,310.9,1492,45.2,155,0,0,0,0,0,0
3341,M18200,2032-02-23 08:00:00,M,301.5,310.8,1452,44.1,157,0,0,0,0,0,0
3342,H32755,2032-02-24 08:00:00,H,301.4,310.7,1329,52.0,160,0,0,0,0,0,0
3343,L50522,2032-02-25 08:00:00,L,301.5,310.8,1382,52.4,165,0,0,0,0,0,0
3344,M18203,2032-02-26 08:00:00,M,301.5,310.8,1628,36.4,167,0,0,0,0,0,0
3345,L50524,2032-02-27 08:00:00,L,301.4,310.7,1706,27.9,170,0,0,0,0,0,0
3346,L50525,2032-02-28 08:00:00,L,301.3,310.7,1594,34.1,172,0,0,0,0,0,0
3347,L50526,2032-02-29 08:00:00,L,301.3,310.7,1761,24.3,174,0,0,0,0,0,0
3348,L50527,2032-03-01 08:00:00,L,301.3,310.6,1529,41.8,176,0,0,0,0,0,0
3349,M18208,2032-03-02 08:00:00,M,301.3,310.7,1532,40.7,178,0,0,0,0,0,0
3350,L50529,2032-03-03 08:00:00,L,301.4,310.7,1673,27.8,181,0,0,0,0,0,0
3351,L50530,2032-03-04 08:00:00,L,301.4,310.8,1285,62.6,183,1,0,0,0,1,0
3352,L50531,2032-03-05 08:00:00,L,301.4,310.8,1680,31.4,185,0,0,0,0,0,0
3353,L50532,2032-03-06 08:00:00,L,301.4,310.8,1610,34.6,187,0,0,0,0,0,0
3354,L50533,2032-03-07 08:00:00,L,301.6,310.9,1632,31.6,189,0,0,0,0,0,0
3355,L50534,2032-03-08 08:00:00,L,301.6,310.9,1559,40.2,191,0,0,0,0,0,0
3356,L50535,2032-03-09 08:00:00,L,301.5,310.8,1367,49.0,193,0,0,0,0,0,0
3357,L50536,2032-03-10 08:00:00,L,301.6,310.8,1355,57.8,195,1,0,0,0,1,0
3358,H32771,2032-03-11 08:00:00,H,301.6,310.7,1414,51.7,197,0,0,0,0,0,0
3359,L50538,2032-03-12 08:00:00,L,301.5,310.6,1522,36.6,202,0,0,0,0,0,0
3360,L50539,2032-03-13 08:00:00,L,301.5,310.6,1525,41.9,204,0,0,0,0,0,0
3361,L50540,2032-03-14 08:00:00,L,301.5,310.6,1394,46.5,206,0,0,0,0,0,0
3362,L50541,2032-03-15 08:00:00,L,301.5,310.6,1519,40.7,208,0,0,0,0,0,0
3363,L50542,2032-03-16 08:00:00,L,301.4,310.6,1445,43.9,210,0,0,0,0,0,0
3364,L50543,2032-03-17 08:00:00,L,301.4,310.6,1555,43.3,212,0,0,0,0,0,0
3365,L50544,2032-03-18 08:00:00,L,301.4,310.5,1633,39.5,0,0,0,0,0,0,0
3366,M18225,2032-03-19 08:00:00,M,301.4,310.6,1630,30.3,2,0,0,0,0,0,0
3367,M18226,2032-03-20 08:00:00,M,301.4,310.7,1692,32.3,5,0,0,0,0,0,0
3368,H32781,2032-03-21 08:00:00,H,301.5,310.7,1790,26.2,8,0,0,0,0,0,0
3369,L50548,2032-03-22 08:00:00,L,301.5,310.8,1350,58.5,13,0,0,0,0,0,0
3370,L50549,2032-03-23 08:00:00,L,301.5,310.9,2760,8.0,15,1,0,0,1,0,0
3371,L50550,2032-03-24 08:00:00,L,301.4,310.7,1584,32.2,17,0,0,0,0,0,0
3372,L50551,2032-03-25 08:00:00,L,301.4,310.7,1989,21.8,19,0,0,0,0,0,0
3373,L50552,2032-03-26 08:00:00,L,301.4,310.8,1431,44.3,21,0,0,0,0,0,0
3374,L50553,2032-03-27 08:00:00,L,301.4,310.7,1568,35.2,23,0,0,0,0,0,0
3375,L50554,2032-03-28 08:00:00,L,301.4,310.7,1376,50.6,25,0,0,0,0,0,0
3376,M18235,2032-03-29 08:00:00,M,301.4,310.6,1459,46.9,27,0,0,0,0,0,0
3377,M18236,2032-03-30 08:00:00,M,301.5,310.8,1385,47.5,30,0,0,0,0,0,0
3378,H32791,2032-03-31 08:00:00,H,301.5,310.8,1591,29.6,33,0,0,0,0,0,0
3379,L50558,2032-04-01 08:00:00,L,301.5,310.7,1568,33.1,38,0,0,0,0,0,0
3380,M18239,2032-04-02 08:00:00,M,301.4,310.7,1459,37.7,40,0,0,0,0,0,0
3381,L50560,2032-04-03 08:00:00,L,301.4,310.7,1590,36.3,43,0,0,0,0,0,0
3382,L50561,2032-04-04 08:00:00,L,301.3,310.6,1376,47.6,45,0,0,0,0,0,0
3383,L50562,2032-04-05 08:00:00,L,301.3,310.6,1510,38.5,47,0,0,0,0,0,0
3384,H32797,2032-04-06 08:00:00,H,301.4,310.6,1674,33.6,49,0,0,0,0,0,0
3385,L50564,2032-04-07 08:00:00,L,301.3,310.6,1426,40.7,54,0,0,0,0,0,0
3386,L50565,2032-04-08 08:00:00,L,301.5,310.7,1466,43.6,56,0,0,0,0,0,0
3387,H32800,2032-04-09 08:00:00,H,301.5,310.8,1474,38.7,58,0,0,0,0,0,0
3388,M18247,2032-04-10 08:00:00,M,301.6,310.8,1290,65.3,63,0,0,0,0,0,0
3389,M18248,2032-04-11 08:00:00,M,301.7,310.9,1435,48.0,66,0,0,0,0,0,0
3390,M18249,2032-04-12 08:00:00,M,301.5,310.7,1416,53.2,69,0,0,0,0,0,0
3391,H32804,2032-04-13 08:00:00,H,301.5,310.7,1599,40.4,72,0,0,0,0,0,0
3392,L50571,2032-04-14 08:00:00,L,301.5,310.7,1466,47.3,77,0,0,0,0,0,0
3393,L50572,2032-04-15 08:00:00,L,301.5,310.7,1408,47.3,79,0,0,0,0,0,0
3394,L50573,2032-04-16 08:00:00,L,301.5,310.6,1490,48.1,81,0,0,0,0,0,0
3395,L50574,2032-04-17 08:00:00,L,301.5,310.6,1405,42.3,83,0,0,0,0,0,0
3396,L50575,2032-04-18 08:00:00,L,301.4,310.5,1647,33.3,85,0,0,0,0,0,0
3397,M18256,2032-04-19 08:00:00,M,301.4,310.6,1459,35.0,87,0,0,0,0,0,0
3398,L50577,2032-04-20 08:00:00,L,301.4,310.6,1648,30.7,90,0,0,0,0,0,0
3399,L50578,2032-04-21 08:00:00,L,301.4,310.7,1675,30.7,92,0,0,0,0,0,0
3400,L50579,2032-04-22 08:00:00,L,301.4,310.7,1605,34.2,94,0,0,0,0,0,0
3401,H32814,2032-04-23 08:00:00,H,301.4,310.7,1536,44.4,96,0,0,0,0,0,0
3402,M18261,2032-04-24 08:00:00,M,301.4,310.7,1617,34.3,101,0,0,0,0,0,0
3403,L50582,2032-04-25 08:00:00,L,301.4,310.6,1347,53.3,104,0,0,0,0,0,0
3404,L50583,2032-04-26 08:00:00,L,301.3,310.5,1337,52.7,106,0,0,0,0,0,0
3405,L50584,2032-04-27 08:00:00,L,301.3,310.4,1695,30.9,108,0,0,0,0,0,0
3406,M18265,2032-04-28 08:00:00,M,301.3,310.4,1635,32.5,110,0,0,0,0,0,0
3407,L50586,2032-04-29 08:00:00,L,301.2,310.4,1470,44.0,113,0,0,0,0,0,0
3408,L50587,2032-04-30 08:00:00,L,301.2,310.4,1381,49.8,115,0,0,0,0,0,0
3409,M18268,2032-05-01 08:00:00,M,301.2,310.4,1382,41.6,117,0,0,0,0,0,0
3410,M18269,2032-05-02 08:00:00,M,301.2,310.4,1697,30.0,120,0,0,0,0,0,0
3411,L50590,2032-05-03 08:00:00,L,301.2,310.3,1451,39.7,123,0,0,0,0,0,0
3412,L50591,2032-05-04 08:00:00,L,301.3,310.3,1419,55.7,125,0,0,0,0,0,0
3413,L50592,2032-05-05 08:00:00,L,301.3,310.3,1313,55.6,127,0,0,0,0,0,0
3414,L50593,2032-05-06 08:00:00,L,301.3,310.3,1560,36.3,129,0,0,0,0,0,0
3415,L50594,2032-05-07 08:00:00,L,301.3,310.3,1555,41.2,131,0,0,0,0,0,0
3416,L50595,2032-05-08 08:00:00,L,301.4,310.4,1579,36.9,133,0,0,0,0,0,0
3417,L50596,2032-05-09 08:00:00,L,301.5,310.5,1435,44.6,135,0,0,0,0,0,0
3418,L50597,2032-05-10 08:00:00,L,301.6,310.6,1621,33.7,137,0,0,0,0,0,0
3419,H32832,2032-05-11 08:00:00,H,301.6,310.6,1555,40.4,139,0,0,0,0,0,0
3420,L50599,2032-05-12 08:00:00,L,301.5,310.5,1611,33.8,144,0,0,0,0,0,0
3421,L50600,2032-05-13 08:00:00,L,301.6,310.6,1834,23.5,146,0,0,0,0,0,0
3422,M18281,2032-05-14 08:00:00,M,301.5,310.5,1612,29.8,148,0,0,0,0,0,0
3423,L50602,2032-05-15 08:00:00,L,301.5,310.4,1629,34.1,151,0,0,0,0,0,0
3424,L50603,2032-05-16 08:00:00,L,301.4,310.4,1496,35.2,153,0,0,0,0,0,0
3425,L50604,2032-05-17 08:00:00,L,301.5,310.5,1593,32.9,155,0,0,0,0,0,0
3426,M18285,2032-05-18 08:00:00,M,301.5,310.5,1623,33.5,157,0,0,0,0,0,0
3427,L50606,2032-05-19 08:00:00,L,301.5,310.5,1380,48.7,160,0,0,0,0,0,0
3428,L50607,2032-05-20 08:00:00,L,301.6,310.6,1562,34.4,162,0,0,0,0,0,0
3429,L50608,2032-05-21 08:00:00,L,301.6,310.6,1391,49.4,164,0,0,0,0,0,0
3430,H32843,2032-05-22 08:00:00,H,301.5,310.5,1551,34.3,166,0,0,0,0,0,0
3431,H32844,2032-05-23 08:00:00,H,301.6,310.6,1821,26.2,171,0,0,0,0,0,0
3432,L50611,2032-05-24 08:00:00,L,301.6,310.7,1429,43.6,176,0,0,0,0,0,0
3433,M18292,2032-05-25 08:00:00,M,301.6,310.7,2012,20.7,178,0,0,0,0,0,0
3434,M18293,2032-05-26 08:00:00,M,301.6,310.6,1924,23.6,181,0,0,0,0,0,0
3435,M18294,2032-05-27 08:00:00,M,301.5,310.5,1412,44.1,184,0,0,0,0,0,0
3436,L50615,2032-05-28 08:00:00,L,301.5,310.5,1389,54.9,187,0,0,0,0,0,0
3437,L50616,2032-05-29 08:00:00,L,301.5,310.5,1466,48.1,189,0,0,0,0,0,0
3438,L50617,2032-05-30 08:00:00,L,301.5,310.5,2297,15.8,191,0,0,0,0,0,0
3439,L50618,2032-05-31 08:00:00,L,301.4,310.4,1471,37.5,193,0,0,0,0,0,0
3440,L50619,2032-06-01 08:00:00,L,301.4,310.3,1492,41.4,195,0,0,0,0,0,0
3441,L50620,2032-06-02 08:00:00,L,301.3,310.3,1460,41.5,197,0,0,0,0,0,0
3442,L50621,2032-06-03 08:00:00,L,301.4,310.4,1559,39.4,199,0,0,0,0,0,0
3443,M18302,2032-06-04 08:00:00,M,301.4,310.5,1495,52.5,201,0,0,0,0,0,0
3444,L50623,2032-06-05 08:00:00,L,301.5,310.5,1535,39.0,204,0,0,0,0,0,0
3445,L50624,2032-06-06 08:00:00,L,301.5,310.6,1381,50.7,206,0,0,0,0,0,0
3446,M18305,2032-06-07 08:00:00,M,301.6,310.6,1599,36.1,208,0,0,0,0,0,0
3447,H32860,2032-06-08 08:00:00,H,301.6,310.6,1400,49.5,211,0,0,0,0,0,0
3448,L50627,2032-06-09 08:00:00,L,301.7,310.6,1624,34.5,216,0,0,0,0,0,0
3449,L50628,2032-06-10 08:00:00,L,301.6,310.6,1478,36.6,218,0,0,0,0,0,0
3450,L50629,2032-06-11 08:00:00,L,301.7,310.7,1605,33.3,220,0,0,0,0,0,0
3451,L50630,2032-06-12 08:00:00,L,301.6,310.6,1506,43.4,222,0,0,0,0,0,0
3452,L50631,2032-06-13 08:00:00,L,301.6,310.6,1455,43.9,0,0,0,0,0,0,0
3453,H32866,2032-06-14 08:00:00,H,301.6,310.5,1602,32.3,2,0,0,0,0,0,1
3454,L50633,2032-06-15 08:00:00,L,301.5,310.4,1425,54.4,7,0,0,0,0,0,0
3455,L50634,2032-06-16 08:00:00,L,301.5,310.4,1918,21.8,9,0,0,0,0,0,0
3456,H32869,2032-06-17 08:00:00,H,301.4,310.3,1611,41.5,11,0,0,0,0,0,0
3457,H32870,2032-06-18 08:00:00,H,301.4,310.4,1610,38.6,16,0,0,0,0,0,0
3458,M18317,2032-06-19 08:00:00,M,301.5,310.4,2639,12.0,21,1,0,0,1,0,0
3459,L50638,2032-06-20 08:00:00,L,301.5,310.4,1329,46.6,24,0,0,0,0,0,0
3460,L50639,2032-06-21 08:00:00,L,301.5,310.4,1270,54.2,26,0,0,0,0,0,0
3461,L50640,2032-06-22 08:00:00,L,301.5,310.3,1415,41.6,28,0,0,0,0,0,0
3462,H32875,2032-06-23 08:00:00,H,301.6,310.4,1330,49.5,30,0,0,0,0,0,0
3463,H32876,2032-06-24 08:00:00,H,301.6,310.5,1786,27.1,35,0,0,0,0,0,0
3464,L50643,2032-06-25 08:00:00,L,301.6,310.5,1809,25.5,40,0,0,0,0,0,0
3465,L50644,2032-06-26 08:00:00,L,301.7,310.6,1303,59.7,42,0,0,0,0,0,0
3466,M18325,2032-06-27 08:00:00,M,301.8,310.7,1383,45.7,44,0,0,0,0,0,0
3467,L50646,2032-06-28 08:00:00,L,301.7,310.6,1447,56.9,47,0,0,0,0,0,0
3468,L50647,2032-06-29 08:00:00,L,301.8,310.7,1461,44.2,49,0,0,0,0,0,0
3469,L50648,2032-06-30 08:00:00,L,301.8,310.7,2092,18.6,51,0,0,0,0,0,0
3470,M18329,2032-07-01 08:00:00,M,301.8,310.7,1429,47.9,53,0,0,0,0,0,0
3471,L50650,2032-07-02 08:00:00,L,301.8,310.8,1736,26.5,56,0,0,0,0,0,0
3472,L50651,2032-07-03 08:00:00,L,301.8,310.7,1441,49.3,58,0,0,0,0,0,0
3473,L50652,2032-07-04 08:00:00,L,301.8,310.7,1523,43.3,60,0,0,0,0,0,0
3474,M18333,2032-07-05 08:00:00,M,301.8,310.8,1691,33.4,62,0,0,0,0,0,0
3475,M18334,2032-07-06 08:00:00,M,301.9,310.8,1557,35.3,65,0,0,0,0,0,0
3476,L50655,2032-07-07 08:00:00,L,301.8,310.7,1644,33.4,68,0,0,0,0,0,0
3477,L50656,2032-07-08 08:00:00,L,301.8,310.6,1522,43.8,70,0,0,0,0,0,0
3478,L50657,2032-07-09 08:00:00,L,301.8,310.7,1547,41.7,72,0,0,0,0,0,0
3479,L50658,2032-07-10 08:00:00,L,301.8,310.7,1597,30.8,74,0,0,0,0,0,0
3480,M18339,2032-07-11 08:00:00,M,301.8,310.8,1619,31.0,76,0,0,0,0,0,0
3481,L50660,2032-07-12 08:00:00,L,301.9,310.8,1400,58.2,79,0,0,0,0,0,0
3482,L50661,2032-07-13 08:00:00,L,302.0,310.9,1663,31.5,81,0,0,0,0,0,0
3483,L50662,2032-07-14 08:00:00,L,301.9,310.8,1540,37.6,83,0,0,0,0,0,0
3484,H32897,2032-07-15 08:00:00,H,301.9,310.8,1455,42.7,85,0,0,0,0,0,0
3485,L50664,2032-07-16 08:00:00,L,301.9,310.8,1519,39.0,90,0,0,0,0,0,0
3486,L50665,2032-07-17 08:00:00,L,301.9,310.8,1427,47.7,92,0,0,0,0,0,0
3487,L50666,2032-07-18 08:00:00,L,301.9,310.8,1650,29.8,94,0,0,0,0,0,0
3488,M18347,2032-07-19 08:00:00,M,301.8,310.8,1508,38.8,96,0,0,0,0,0,0
3489,L50668,2032-07-20 08:00:00,L,301.9,310.9,1379,54.8,99,0,0,0,0,0,0
3490,L50669,2032-07-21 08:00:00,L,301.9,310.9,1542,36.7,101,0,0,0,0,0,0
3491,M18350,2032-07-22 08:00:00,M,301.9,310.9,1763,28.4,103,0,0,0,0,0,0
3492,H32905,2032-07-23 08:00:00,H,301.9,310.9,1590,34.3,106,0,0,0,0,0,0
3493,H32906,2032-07-24 08:00:00,H,301.9,311.0,1336,63.6,111,0,0,0,0,0,0
3494,M18353,2032-07-25 08:00:00,M,301.9,311.0,1638,35.4,116,0,0,0,0,0,0
3495,L50674,2032-07-26 08:00:00,L,301.9,311.0,1356,45.7,119,0,0,0,0,0,0
3496,M18355,2032-07-27 08:00:00,M,301.9,311.0,1384,47.4,121,0,0,0,0,0,0
3497,L50676,2032-07-28 08:00:00,L,301.9,310.9,1309,48.0,124,0,0,0,0,0,0
3498,L50677,2032-07-29 08:00:00,L,301.9,311.0,1642,33.1,126,0,0,0,0,0,0
3499,L50678,2032-07-30 08:00:00,L,301.9,311.0,1289,54.9,128,0,0,0,0,0,0
3500,L50679,2032-07-31 08:00:00,L,301.9,311.0,1353,43.8,130,0,0,0,0,0,0
3501,H32914,2032-08-01 08:00:00,H,301.9,311.0,1871,26.0,132,0,0,0,0,0,0
3502,H32915,2032-08-02 08:00:00,H,301.9,311.0,1291,63.6,137,0,0,0,0,0,0
3503,M18362,2032-08-03 08:00:00,M,301.8,310.9,1346,44.6,142,0,0,0,0,0,0
3504,L50683,2032-08-04 08:00:00,L,301.7,310.8,1493,47.6,145,0,0,0,0,0,0
3505,M18364,2032-08-05 08:00:00,M,301.7,310.8,1524,41.3,147,0,0,0,0,0,0
3506,L50685,2032-08-06 08:00:00,L,301.6,310.8,1726,26.7,150,0,0,0,0,0,0
3507,H32920,2032-08-07 08:00:00,H,301.6,310.8,1435,47.2,152,0,0,0,0,0,0
3508,M18367,2032-08-08 08:00:00,M,301.7,310.8,1502,34.4,157,0,0,0,0,0,0
3509,L50688,2032-08-09 08:00:00,L,301.7,310.9,1608,33.0,160,0,0,0,0,0,0
3510,L50689,2032-08-10 08:00:00,L,301.8,311.0,1771,27.2,162,0,0,0,0,0,0
3511,L50690,2032-08-11 08:00:00,L,301.7,311.0,1474,42.6,164,0,0,0,0,0,0
3512,L50691,2032-08-12 08:00:00,L,301.8,311.0,1322,53.0,166,0,0,0,0,0,0
3513,M18372,2032-08-13 08:00:00,M,301.8,311.0,1393,49.5,168,0,0,0,0,0,0
3514,M18373,2032-08-14 08:00:00,M,301.9,311.1,1417,52.5,171,0,0,0,0,0,0
3515,H32928,2032-08-15 08:00:00,H,301.9,311.0,1430,49.8,174,0,0,0,0,0,0
3516,M18375,2032-08-16 08:00:00,M,301.9,311.1,1605,40.0,179,0,0,0,0,0,0
3517,L50696,2032-08-17 08:00:00,L,302.0,311.1,1402,47.8,182,0,0,0,0,0,0
3518,L50697,2032-08-18 08:00:00,L,302.0,311.0,1550,35.2,184,0,0,0,0,0,0
3519,L50698,2032-08-19 08:00:00,L,301.9,311.0,1376,44.9,186,0,0,0,0,0,0
3520,M18379,2032-08-20 08:00:00,M,301.9,310.9,1569,32.5,188,0,0,0,0,0,0
3521,L50700,2032-08-21 08:00:00,L,301.9,311.0,1669,32.2,191,0,0,0,0,0,0
3522,L50701,2032-08-22 08:00:00,L,301.9,311.0,1541,38.9,193,0,0,0,0,0,0
3523,L50702,2032-08-23 08:00:00,L,301.8,311.0,1651,32.5,195,0,0,0,0,0,0
3524,L50703,2032-08-24 08:00:00,L,301.8,310.9,1521,39.3,197,0,0,0,0,0,0
3525,M18384,2032-08-25 08:00:00,M,301.8,310.8,1365,48.2,199,0,0,0,0,0,0
3526,L50705,2032-08-26 08:00:00,L,301.8,310.9,1609,31.7,202,0,0,0,0,0,0
3527,H32940,2032-08-27 08:00:00,H,301.8,310.8,1470,37.6,204,0,0,0,0,0,0
